customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1047176,26.0,,,,False,4.0,1,525.0,True,0.0,B,True,True,108.87,668.75,49.99,80.25,1.57,-11.695,-1.0516,88.38,49.0,0.0,2.046938415,13.21191715,3.33,18,0.0,0,0,0,True
1048982,,,town,,False,,1,462.0,True,0.0,B,True,False,111.18,511.0,67.49,40.75,0.0,1.66,-0.6398,15.98,10.67,4.33,1.171783454,-7.443225055,11.67,15,7.33,0,0,0,True
1024504,54.0,professional,,True,True,9.0,1,789.0,True,0.0,C,False,True,50.25,330.5,50.0,0.0,0.0,-1.31,0.0148,28.74,12.0,0.0,4.708333333,0.384248884,10.0,26,0.67,0,0,0,True
1078087,38.0,,town,True,True,8.0,1,216.0,True,0.0,B,False,True,61.52,60.75,69.99,0.0,0.0,0.005,-0.0306,9.13,4.67,1.67,1.58375,-4.9361953839999995,3.67,7,0.0,0,0,1,False
1012867,30.0,professional,,False,False,7.0,3,327.0,False,39.99,C,False,True,36.35,215.75,34.98,0.0,0.0,1.345,0.0226,68.58,35.33,12.0,0.566440993,1.999583498,14.33,30,0.0,0,0,0,True
1008219,50.0,,,False,True,6.0,3,340.0,True,29.99,G,False,True,41.48,485.0,44.99,0.0,0.0,-1.1,-0.005,135.66,25.33,8.33,0.950319149,2.326945157,7.33,34,9.0,1,0,0,True
1012816,46.0,,suburban,True,False,9.0,3,91.0,True,149.99,F,False,False,50.24,227.75,59.99,0.0,0.0,-0.035,-0.005,30.74,4.0,0.33,4.3184428839999995,-4.006758539,4.67,32,0.0,0,0,0,False
1078993,,,suburban,,False,,1,212.0,True,0.0,C,True,False,48.94,641.75,63.49,0.0,0.0,-2.855,-0.299,9.56,8.67,2.33,1.0126923079999999,10.27890509,3.33,7,0.33,0,0,0,True
1004893,38.0,,town,True,True,8.0,2,158.0,True,29.99,A,False,True,73.05,653.0,59.99,59.25,0.53,1.74,-0.3236,122.47,47.67,8.33,3.550408202,-3.710512435,8.0,33,0.0,0,0,3,False
1006583,48.0,,,True,False,8.0,1,1006.0,True,0.0,A,False,True,32.23,87.75,30.0,0.0,1.66,-0.995,-0.0416,0.5,7.0,0.0,10.30930931,5.411806085,5.33,33,0.0,0,0,0,False
1087953,,,,,False,,1,344.0,True,0.0,B,True,False,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.753304184,0.0,12,0.0,0,0,0,True
1033676,46.0,,,True,True,7.0,2,198.0,True,59.99,D,False,True,68.31,633.25,54.99,90.75,0.0,-3.245,-0.6268,124.72,50.33,12.67,1.13279661,-5.547320067999999,10.0,18,1.0,0,0,0,False
1029134,26.0,professional,suburban,True,False,5.0,2,72.0,True,149.99,B,False,True,74.99,169.75,44.99,0.0,0.0,-0.455,-0.8,4.82,5.0,1.33,2.157058824,-10.59624169,18.33,21,0.0,0,0,0,False
1093280,,,,False,False,6.0,1,227.0,True,0.0,E,False,True,55.63,458.5,66.9,0.0,0.0,10.03,0.5368,58.81,12.33,8.33,3.942173913,9.443197436,4.33,8,0.0,0,0,0,False
1068825,22.0,professional,town,False,False,3.0,1,435.0,True,0.0,B,False,True,35.31,439.0,44.99,0.0,0.32,1.88,-0.0064,0.0,0.0,0.0,0.0,25.24891255,0.0,15,0.0,0,0,0,True
1026940,26.0,,,False,False,6.0,3,302.0,True,39.99,B,True,True,53.96,617.75,59.99,0.0,0.0,0.765,-0.0002,82.84,46.33,8.33,1.327088212,-14.57298386,78.67,22,2.67,0,0,0,True
1097628,44.0,,suburban,True,True,6.0,1,118.0,True,0.0,C,False,False,45.15,96.75,55.15,0.0,0.0,-1.375,-0.2904,7.85,1.33,0.33,1.305833333,-10.21329634,1.33,11,2.33,0,0,0,True
1062125,,,suburban,,False,,1,308.0,True,0.0,E,True,False,51.78,268.5,59.99,0.0,0.0,-2.79,-0.0358,10.13,1.33,0.0,2.827763496,12.93691275,5.33,10,0.0,0,0,0,True
1054761,,,town,,False,,1,459.0,True,0.0,B,True,False,153.69,590.25,49.99,15.0,94.74,-7.065,-1.3312,4.27,12.67,0.0,2.9090909089999997,3.662759735,23.0,16,1.33,0,0,0,True
1058250,,,,,False,,1,329.0,True,0.0,B,True,False,24.49,336.75,10.0,35.5,0.0,2.625,0.6472,81.84,5.0,5.33,4.1641151260000004,-9.111426758,3.67,11,0.33,0,0,0,True
1031955,,,,,False,,1,628.0,True,0.0,E,True,False,33.25,125.0,30.0,0.0,0.0,-0.42,0.0,0.66,2.33,0.0,1.680672269,-1.208757509,3.33,21,0.0,0,0,0,False
1021140,46.0,,town,True,False,6.0,1,773.0,False,0.0,E,False,True,97.78,701.25,50.0,153.5,0.0,4.175,1.1744,115.78,3.67,1.0,1.727658238,-17.60796441,9.33,26,0.33,0,0,0,True
1022268,40.0,,town,,True,9.0,2,121.0,True,29.99,B,False,True,64.69,241.75,42.49,0.0,2.75,0.105,-0.2266,14.27,7.33,1.33,3.061849357,12.02960167,6.33,23,0.67,0,0,0,False
1013970,,,,,False,,2,401.0,True,29.99,F,True,False,70.97,595.25,69.99,0.0,0.98,-2.965,-0.0196,239.58,15.0,12.0,3.684033945,2.06153875,18.0,31,0.0,1,0,0,True
1040547,42.0,professional,,True,True,6.0,1,543.0,True,0.0,B,False,True,61.7,378.0,32.49,93.25,0.0,6.9,1.7132,43.88,29.0,3.0,3.2132,-5.595689932999999,5.67,18,0.0,0,0,3,False
1089432,,,,,False,,1,267.0,True,0.0,D,True,False,57.21,147.0,59.99,0.5,3.02,-1.16,-0.0254,35.02,10.67,0.0,0.8286418740000001,-10.35698225,6.67,9,1.0,0,0,0,False
1041470,42.0,professional,town,True,True,9.0,1,580.0,False,0.0,B,False,True,16.99,23.75,16.99,0.0,0.0,0.185,0.0,0.13,3.0,0.0,4.11,-14.8503108,0.67,20,0.0,0,0,1,False
1039529,24.0,,,,False,6.0,3,124.0,True,129.99,G,False,True,81.59,561.5,34.98,18.25,12.61,-5.65,-0.9202,67.42,36.33,10.67,1.308375,-26.89900556,26.67,18,0.0,1,0,0,True
1097833,48.0,professional,suburban,True,False,7.0,2,492.0,True,29.99,A,False,True,12.03,37.25,0.0,26.75,0.0,-0.185,-0.0078,9.5,0.33,0.67,1.384083045,-7.020708131,0.67,57,0.0,0,0,0,False
1004669,42.0,professional,suburban,True,True,9.0,3,345.0,True,129.99,A,False,True,41.72,119.25,42.49,0.5,0.16,2.355,0.0134,8.8,5.0,2.67,1.5280135819999998,26.409789399999998,2.67,37,0.0,0,0,0,False
1091147,,,,,False,,1,312.0,False,0.0,B,True,False,25.6,39.5,19.99,4.75,0.0,-0.65,-0.0924,0.0,0.0,0.0,26.27272727,-9.446906196,0.33,11,0.0,0,0,0,True
1024712,48.0,,,False,True,6.0,2,269.0,True,79.99,B,False,True,73.94,1063.75,54.98,39.0,0.0,4.225,0.9458,300.16,17.0,11.0,1.2304320990000002,-9.341582218,11.0,22,0.0,0,0,0,True
1006290,52.0,,,True,True,7.0,4,653.0,True,59.99,A,False,True,58.06,532.0,50.0,31.25,0.0,-0.64,-0.1612,63.49,24.0,0.0,1.362088536,-7.4735188720000005,34.67,33,0.0,0,0,0,True
1067996,60.0,,town,,False,,3,78.0,True,59.99,D,True,False,70.33,823.5,39.91,27.25,0.58,9.17,-0.1428,109.03,23.33,0.33,0.882352941,-9.632068711,38.0,13,3.0,0,0,0,True
1046584,62.0,professional,rural,True,False,6.0,1,592.0,True,0.0,B,False,True,83.07,353.0,54.99,6.75,33.48,-4.44,-0.6466,83.32,9.0,6.67,2.430549146,10.16057329,3.0,20,0.0,0,0,0,False
1046990,50.0,,,,False,7.0,1,588.0,True,0.0,A,False,True,12.33,234.25,10.0,0.0,0.1,-1.465,-0.0386,14.0,27.0,0.0,5.807275047999999,28.24528074,4.67,20,0.0,0,0,0,True
1004135,46.0,self-employed,,True,True,6.0,5,,True,79.99,A,False,True,95.35,1254.25,84.99,28.75,0.0,-7.605,-0.2824,660.44,32.33,14.67,2.597189118,2.0298674169999997,14.33,40,3.33,0,0,0,False
1003833,50.0,,,True,False,7.0,7,6.0,True,99.99,C,True,False,50.93,567.25,49.99,0.0,0.2,5.115,0.0364,118.86,36.33,17.67,0.385549067,17.36720598,6.0,41,0.0,0,0,0,False
1087935,38.0,,,True,False,9.0,1,237.0,True,0.0,B,False,True,37.08,154.75,44.99,0.0,1.84,2.765,0.069,17.87,12.67,0.33,1.88875,-6.020092922000001,9.33,8,0.0,0,0,0,True
1074235,36.0,,rural,True,True,6.0,1,402.0,True,0.0,C,False,True,169.95,819.0,39.99,361.75,0.1,-8.86,-2.6994,51.72,166.0,34.0,0.743197425,5.055228805,67.67,14,2.67,0,0,0,True
1018260,,,,False,False,6.0,1,697.0,False,0.0,A,False,True,35.09,415.0,37.25,21.5,0.0,-8.3,-0.302,131.76,38.67,5.67,1.295318995,5.25251417,11.33,23,0.33,0,0,2,True
1018031,22.0,,suburban,,True,3.0,2,312.0,True,79.99,B,True,True,31.35,327.75,39.99,1.75,0.0,3.265,0.022000000000000002,0.0,0.0,0.0,0.0,3.362326589,0.0,25,0.0,0,0,0,True
1094083,56.0,,,True,False,7.0,1,274.0,True,0.0,B,False,False,15.5,154.75,10.0,13.75,0.0,1.765,0.162,33.08,27.0,12.33,2.123086344,-3.516175684,0.67,10,0.0,0,0,3,False
1083113,46.0,professional,,False,False,6.0,2,154.0,True,59.99,B,True,False,39.99,0.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586314062,0.0,11,0.0,0,0,0,True
1089969,26.0,,,,True,1.0,1,262.0,True,0.0,E,False,True,41.12,297.75,44.99,1.0,0.0,0.945,-0.003,41.78,19.0,4.0,2.462591412,19.8725926,7.0,9,4.0,0,0,2,False
1080620,,,,,False,,1,207.0,True,0.0,D,True,False,40.31,1478.75,54.99,0.0,0.0,-7.735,0.0936,465.74,18.33,18.0,0.387663043,9.95047157,39.67,7,0.0,0,0,0,False
1042404,30.0,,,False,False,,1,571.0,True,0.0,B,True,False,94.56,1297.75,75.0,39.25,2.17,-0.995,-0.3298,0.0,0.0,0.0,0.0,-17.02360706,0.0,19,0.0,0,0,0,True
1029048,36.0,clerical,suburban,True,True,6.0,5,399.0,True,59.99,B,False,True,10.9,76.5,10.0,3.0,0.0,-0.67,0.054000000000000006,4.89,4.33,2.0,12.87553648,0.447294533,3.67,25,0.67,1,1,0,True
1061068,,,,,False,,2,310.0,True,59.99,B,True,False,55.18,306.5,59.99,0.0,0.0,0.53,-0.004,134.93,11.67,2.67,1.8382969340000002,9.290626589,7.0,10,0.0,0,0,0,False
1079880,,,,,False,,1,378.0,True,0.0,B,True,False,41.29,253.0,44.99,0.0,6.05,-1.9,-0.0328,59.12,17.67,1.67,3.8006858119999998,2.705294358,6.0,13,0.0,0,0,0,True
1016703,48.0,,town,True,False,9.0,4,121.0,True,149.99,C,False,True,176.93,888.0,68.95,284.75,24.98,-8.3,-1.9726,317.81,41.0,6.33,2.20476989,4.4978093910000005,7.0,28,0.0,0,0,0,False
1037429,,,town,,False,,3,2.0,True,149.99,C,True,False,53.25,438.0,51.25,0.0,0.0,-2.68,0.0,132.26,1.0,0.67,1.7949602519999999,11.03700621,16.67,19,0.33,0,0,0,False
1033944,58.0,professional,rural,True,False,6.0,1,723.0,True,0.0,B,False,True,36.61,33.75,32.49,0.0,0.87,0.505,0.0138,0.0,3.33,0.0,8.383233533,-1.6768431019999999,0.67,24,0.0,0,0,0,True
1033121,50.0,,suburban,True,False,9.0,1,731.0,True,0.0,A,False,True,55.17,193.75,42.49,48.75,0.5,5.785,0.7609999999999999,11.87,13.0,1.67,1.2933264359999999,3.16451584,0.33,25,0.67,0,0,0,True
1005356,34.0,,suburban,True,False,6.0,1,1148.0,True,0.0,A,False,True,33.24,119.25,32.49,0.0,0.26,0.435,0.0056,4.72,0.0,0.0,7.31408776,7.223948286000001,0.0,38,0.0,0,0,0,False
1070466,,,suburban,False,False,6.0,1,363.0,True,0.0,G,True,True,48.96,331.25,39.99,49.25,0.0,-4.845,-0.3794,48.77,6.33,0.0,0.992877185,-10.5179894,11.67,12,1.33,0,0,0,True
1055057,,,town,,False,,1,518.0,True,0.0,B,True,False,47.0,224.25,10.0,82.0,10.03,3.855,0.8816,38.95,20.33,4.33,0.892635755,21.67925609,5.67,18,0.0,0,0,0,True
1034086,46.0,professional,,True,True,9.0,1,552.0,True,0.0,C,False,True,77.0,261.25,29.99,130.0,0.0,-2.925,-0.9006,66.19,4.67,0.0,2.150315032,-15.13815675,16.67,18,1.0,0,0,0,True
1048409,54.0,crafts,,True,True,9.0,1,442.0,True,0.0,B,False,True,31.01,308.5,30.0,0.0,0.0,0.01,-0.0022,34.23,27.67,1.33,1.25801379,-0.655794609,15.0,15,0.0,0,0,0,True
1065598,26.0,professional,,False,True,5.0,1,289.0,True,0.0,B,False,True,72.68,984.25,40.57,150.25,0.0,12.435,0.9848,0.0,0.0,0.0,0.0,4.025525499,0.0,10,0.0,0,0,0,False
1016535,,,,,False,,3,325.0,True,9.99,A,True,False,89.03,788.25,69.99,93.0,0.0,2.055,0.7814,183.46,15.0,6.33,1.574061617,-9.816856878,11.33,24,0.0,0,0,0,True
1026693,48.0,,,False,False,6.0,3,138.0,True,99.99,B,True,True,187.88,1109.75,39.99,253.5,46.49,-1.275,-1.1742,369.36,36.33,5.33,2.6108432440000002,1.1943100070000001,7.33,26,1.0,0,0,0,False
1018171,,,,,False,,1,867.0,True,0.0,A,True,False,58.6,610.0,42.49,33.0,0.0,-2.84,-0.1998,48.15,25.67,2.67,5.9128929910000005,7.624890754,24.67,29,0.0,0,0,0,False
1008803,50.0,self-employed,town,True,False,7.0,4,284.0,True,9.99,A,False,True,51.99,626.0,59.99,0.0,1.75,3.76,0.1042,103.52,6.0,0.0,1.310138889,-9.720589858,4.67,32,0.33,0,0,3,False
1035986,,,town,,False,,2,172.0,True,149.99,C,True,False,233.02,1115.25,43.9,556.75,0.0,6.995,1.3794,410.34,110.0,48.67,2.178091603,-13.99487053,19.33,21,0.67,0,0,0,False
1069155,26.0,,suburban,True,False,6.0,1,326.0,True,0.0,D,False,True,30.19,322.5,29.99,0.5,0.0,-2.37,-0.004,72.08,19.0,1.0,1.112359551,-4.318838975,11.0,11,2.67,0,0,0,False
1041591,,,,,False,,2,284.0,True,79.99,B,True,False,49.99,227.0,49.99,0.0,0.0,0.54,0.0,0.15,0.0,0.0,2.714285714,0.055503664,9.33,22,0.0,0,0,0,True
1027504,32.0,,,,False,,1,696.0,True,0.0,B,True,False,33.24,111.0,29.99,0.0,0.0,0.58,0.0,34.31,10.33,5.0,0.9795855240000001,1.495515811,3.33,23,1.33,0,0,0,True
1046203,44.0,,,True,True,5.0,2,330.0,True,29.99,B,False,True,86.56,984.5,70.15,70.25,0.59,1.59,1.4356,300.01,90.33,33.67,0.927616322,6.956574275,26.33,16,2.67,0,0,0,True
1048009,,,,,False,,3,82.0,True,149.99,E,True,False,95.14,1213.75,94.99,0.0,0.39,0.025,-0.203,400.27,12.33,1.0,0.9556950559999999,0.201996751,66.0,13,11.33,0,0,0,False
1090838,30.0,,suburban,False,False,5.0,5,6.0,True,79.99,D,False,True,106.47,1119.0,119.99,0.0,0.0,-9.66,-0.0296,370.49,33.67,38.67,1.823828719,-1.076586047,11.33,7,2.33,0,0,0,True
1091371,42.0,professional,,,False,4.0,1,311.0,True,0.0,B,False,True,51.48,292.0,69.99,0.0,0.0,0.92,-0.01,56.6,27.0,16.33,1.9741716669999998,5.127873405,4.67,11,0.0,0,0,0,False
1058921,,,,,False,,1,494.0,True,0.0,F,True,False,81.16,621.0,59.99,103.25,0.2,5.8,1.1946,130.73,52.67,6.33,9.892525914,-9.807356759,5.67,17,0.0,0,0,0,False
1016244,56.0,,suburban,True,False,6.0,1,894.0,False,0.0,A,False,False,121.79,605.25,44.99,248.0,0.0,8.775,2.968,106.88,7.33,3.0,3.340892465,-11.74988254,0.67,30,0.0,0,0,0,True
1052823,,,,,False,,1,367.0,True,0.0,F,True,False,30.26,23.5,29.99,0.0,0.0,1.15,-0.0054,2.35,2.67,0.33,21.21212121,-7.491037327000001,0.33,12,0.0,0,0,0,False
1050195,46.0,,,,False,8.0,1,452.0,True,0.0,B,False,True,85.96,347.75,109.99,0.0,2.72,-4.975,-1.7192,105.33,18.0,0.33,2.494137931,7.133989193,6.0,15,0.0,0,0,0,True
1099188,34.0,,,False,False,3.0,5,133.0,True,9.99,F,True,True,100.74,1178.75,49.99,126.25,0.0,1.805,0.613,100.22,54.0,15.0,0.881523438,11.00170854,23.33,35,0.67,0,0,0,False
1090472,26.0,,,,False,1.0,1,212.0,True,0.0,B,True,True,36.84,208.75,44.99,3.0,0.65,0.485,-0.037000000000000005,28.08,25.0,8.33,3.862985685,-8.572145759,3.0,7,0.0,0,0,0,False
1067602,34.0,,,False,False,1.0,1,337.0,True,0.0,E,False,True,57.86,318.25,31.28,73.25,0.0,3.835,1.3726,33.88,4.0,1.0,3.174761905,19.36413303,2.0,11,0.67,0,0,2,True
1004312,34.0,,suburban,True,True,6.0,1,1137.0,False,0.0,F,False,True,49.99,327.0,49.99,0.0,0.0,-0.62,0.0,35.27,30.67,1.33,2.06704248,15.0374916,4.0,38,0.0,0,0,0,True
1097752,64.0,,suburban,True,False,9.0,3,84.0,True,129.99,A,False,True,37.28,101.88,0.0,71.38,0.2,0.1026,0.1132,43.81,11.33,3.33,1.420135528,-2.572806749,1.67,56,0.0,0,0,0,False
1001401,32.0,,,False,False,6.0,6,722.0,True,59.99,D,False,True,42.26,99.5,53.29,0.0,1.85,-1.37,-0.0058,11.92,11.0,1.33,2.1507876969999997,-8.704899982999999,6.67,47,0.0,0,0,0,True
1047158,46.0,professional,town,True,True,6.0,5,147.0,True,149.99,B,False,True,33.17,167.5,31.04,0.0,8.38,-3.35,-1.1794,16.28,6.33,0.0,2.1011692930000003,1.362777326,1.0,16,5.0,0,0,0,False
1061060,,,,False,False,6.0,1,483.0,True,0.0,D,False,True,98.14,511.75,39.99,183.25,0.0,-10.055,-1.2830000000000001,326.26,35.0,22.0,1.0463576159999999,9.595512112,11.33,16,2.0,0,0,0,True
1033655,,,suburban,,False,4.0,6,26.0,True,199.99,C,False,True,57.74,786.0,59.99,25.0,0.0,6.38,0.4648,198.52,65.33,44.33,0.8042441859999999,20.72556703,49.0,22,0.33,0,0,0,True
1032463,32.0,professional,suburban,False,True,4.0,1,626.0,True,0.0,B,False,True,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.02503738,0.0,21,0.0,0,0,0,True
1093872,32.0,,suburban,,False,8.0,1,278.0,True,0.0,B,False,False,59.74,189.5,64.02,1.0,0.32,1.73,0.005,0.0,5.67,0.0,1.6391666669999998,7.793437484,5.0,10,0.0,0,0,0,False
1090378,,,suburban,,False,,2,3.0,True,129.99,D,True,False,10.0,560.5,10.0,0.0,0.0,-0.45,0.0,135.17,41.0,27.33,0.752070083,-2.427070346,1.33,11,0.0,0,0,0,False
1055853,68.0,,,,False,7.0,2,323.0,False,9.99,B,False,True,10.09,65.5,10.0,0.0,0.0,-0.57,-0.0018,0.0,2.0,0.0,0.8886666670000001,-18.19592616,0.67,11,0.0,0,0,0,False
1090641,,,town,,False,,1,210.0,True,0.0,B,True,False,65.73,865.75,69.99,38.5,0.24,3.545,-0.3148,318.77,55.33,32.67,0.900824339,-3.3903431289999997,9.0,7,0.0,0,0,0,False
1058237,56.0,,town,,False,6.0,2,391.0,True,149.99,D,False,True,56.49,100.5,59.99,0.0,0.0,1.93,-0.005,1.63,2.67,0.0,2.481111111,7.535764375,3.33,13,0.33,0,0,0,True
1058286,,,,,False,4.0,1,390.0,True,0.0,B,False,False,53.24,0.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166694334,0.0,13,0.0,1,0,0,True
1098775,22.0,,suburban,False,False,7.0,1,1060.0,True,0.0,G,False,True,58.06,474.75,30.0,78.75,0.0,-1.115,-0.5262,115.86,42.0,16.33,1.060636364,-2.99296177,6.33,35,0.0,1,0,0,False
1087715,76.0,,rural,True,False,6.0,4,173.0,True,149.99,C,False,True,79.24,6.25,84.99,0.0,0.0,-0.125,-0.005,0.33,0.0,0.0,5.33,-10.36670272,0.67,12,0.0,0,0,0,True
1026066,26.0,,town,True,True,8.0,3,132.0,True,199.99,E,False,True,77.46,434.0,62.99,0.0,0.0,0.88,-0.225,142.76,28.33,9.0,1.345487805,5.06532378,8.67,22,0.0,0,0,0,False
1069086,42.0,,,,False,5.0,3,199.0,True,129.99,B,False,False,292.78,2752.75,84.99,848.75,0.0,22.065,4.007,816.43,92.0,122.0,2.171084656,-5.869010176000001,56.67,11,0.0,0,0,2,True
1061002,50.0,,town,True,False,6.0,1,423.0,True,0.0,B,False,True,50.39,647.0,44.99,44.0,0.0,-2.02,-0.308,76.11,6.33,0.0,1.320973677,-16.492016500000002,5.33,14,0.33,0,0,0,False
1083245,58.0,,town,True,False,9.0,1,369.0,True,0.0,B,False,True,49.99,137.25,59.99,0.0,0.0,-0.525,0.0,7.66,9.0,0.67,3.001071811,-8.736577929,0.67,13,0.33,0,0,0,False
1063240,54.0,professional,town,False,True,6.0,1,409.0,True,0.0,B,False,True,47.47,599.75,44.99,6.75,1.64,-1.755,-0.0514,101.86,72.0,19.67,0.44279411799999996,7.461375245,2.0,14,0.0,0,0,0,True
1002840,,,,,False,,3,261.0,True,9.99,F,True,False,104.56,1136.0,99.99,0.75,1.07,-1.84,-0.0264,304.07,21.0,21.0,43.36401241,-1.4483970030000002,44.67,41,0.0,0,0,0,False
1008073,,,suburban,False,False,8.0,1,921.0,True,0.0,A,False,False,99.23,350.25,95.0,12.5,0.0,-1.705,-0.0846,66.58,24.0,4.67,1.784791667,5.342130209,40.67,30,0.0,0,0,0,True
1095468,26.0,,,True,True,5.0,1,246.0,True,0.0,B,False,True,34.99,130.75,44.99,0.0,0.0,2.045,0.0,34.25,12.0,4.67,0.575909091,12.87781121,1.0,9,0.0,0,0,0,False
1091783,,,,,False,,1,306.0,True,0.0,B,True,False,49.99,162.0,59.99,0.0,0.0,0.2,0.0,32.21,15.67,6.67,0.983767831,-14.93181585,0.67,11,0.0,0,0,0,True
1065824,48.0,,,True,True,7.0,1,395.0,True,0.0,B,False,True,50.62,526.25,39.99,47.5,0.0,-0.265,-0.0734,0.0,0.0,0.0,0.0,1.397478227,0.0,14,0.0,0,0,0,False
1052147,24.0,,,False,False,5.0,3,114.0,True,129.99,C,False,True,44.8,250.5,48.14,0.0,0.0,-0.87,-0.1962,20.52,8.0,0.33,0.6000375020000001,-14.20926327,4.33,12,0.0,0,0,0,False
1096775,52.0,,,False,True,7.0,3,110.0,True,29.99,B,False,True,76.05,981.5,84.99,0.0,0.32,2.91,-0.0014,174.4,58.33,27.33,1.637428116,6.463523893,47.67,7,1.33,0,0,0,False
1051246,24.0,,suburban,False,False,7.0,2,435.0,True,149.99,B,False,True,110.02,1516.75,111.98,22.25,0.0,0.405,-0.1608,0.0,0.0,0.0,0.0,18.11521677,0.0,19,0.0,0,0,0,True
1042197,34.0,,,True,True,4.0,5,5.0,True,29.99,E,False,True,75.75,970.5,54.99,62.5,0.78,0.55,0.5820000000000001,267.58,48.33,11.33,1.23340427,-10.154301199999999,14.33,16,3.0,0,0,0,False
1047393,24.0,,,,False,,1,477.0,True,0.0,B,True,False,51.8,710.75,59.99,0.0,1.07,4.685,-0.0086,205.73,34.33,12.33,1.368120744,-28.55904303,5.67,16,0.0,0,0,0,False
1008310,40.0,,town,True,True,9.0,4,378.0,False,29.99,A,False,True,43.82,344.0,54.82,0.0,0.0,-1.16,-0.1966,58.72,14.67,3.67,2.2503516169999997,-7.26688324,0.0,36,0.0,0,0,0,True
1058358,46.0,,rural,True,True,3.0,1,390.0,True,0.0,D,False,False,83.66,911.25,32.33,103.75,18.96,10.095,-0.5822,200.76,37.0,1.0,0.7264957259999999,-2.9571283569999998,12.0,13,5.0,0,0,2,True
1082234,58.0,professional,suburban,True,False,9.0,1,265.0,True,0.0,B,False,True,57.87,398.5,59.99,0.0,1.9,1.47,0.0566,90.85,25.33,9.67,2.137931034,6.05129009,13.33,9,0.0,0,0,0,False
1014539,24.0,crafts,suburban,False,False,1.0,2,154.0,True,29.99,A,False,True,35.49,502.25,44.99,0.0,0.0,-0.485,-0.0098,43.76,52.33,3.0,0.6377884620000001,-4.139892547,14.33,31,0.0,0,0,0,False
1050975,32.0,,,True,False,5.0,2,302.0,True,79.99,B,False,True,10.0,188.75,10.0,0.0,0.0,-1.775,0.0,70.94,8.0,14.0,2.672405312,5.786373827999999,1.33,15,0.0,0,0,0,False
1044097,,,suburban,False,False,,2,27.0,True,29.99,D,True,False,16.34,72.25,28.26,4.0,0.17,0.595,0.2732,4.08,1.67,0.33,1.7822685790000001,-3.288140225,3.67,19,0.0,0,0,0,False
1047128,50.0,professional,,False,True,4.0,2,384.0,True,29.99,E,False,True,77.09,681.25,59.99,66.5,0.0,-3.285,-0.542,172.41,50.33,11.67,1.5378787880000002,-14.26814781,36.33,16,1.67,0,0,0,False
1006745,48.0,,town,False,False,7.0,4,307.0,True,9.99,A,False,True,71.53,714.0,34.98,109.75,0.0,-1.9,-0.29,164.96,49.67,14.0,1.861457383,-7.377666748999999,10.67,35,0.67,0,0,0,False
1002602,32.0,,suburban,True,False,6.0,3,438.0,True,9.99,C,False,True,160.42,796.25,41.28,288.0,0.0,-4.105,-2.0406,193.14,54.67,18.33,3.5641538460000004,-6.353544508,15.0,40,1.0,0,0,0,False
1078416,,,,,False,,2,78.0,True,99.99,E,True,False,32.41,209.75,39.99,0.5,0.0,0.465,-0.013000000000000001,31.05,22.0,5.67,1.978844332,-5.260944462,4.67,11,2.67,0,0,0,True
1093230,46.0,,,True,True,5.0,1,289.0,True,0.0,C,False,True,52.94,333.5,44.99,34.25,0.0,-1.95,-0.27899999999999997,31.63,7.33,0.0,2.1067094109999998,-5.0891926110000005,16.33,10,0.0,0,0,0,False
1043981,,,,,False,,4,515.0,True,9.99,E,True,False,69.31,624.75,29.5,147.75,0.0,-12.495,-1.3862,307.51,50.0,0.0,2.18664,9.649644139,14.67,21,0.0,0,0,0,True
1094804,,,,,False,,1,260.0,True,0.0,D,True,False,57.0,361.25,62.47,0.0,0.0,3.515,0.099,72.06,16.0,8.0,0.18144444399999998,-4.23889474,2.67,9,4.0,0,0,0,False
1011931,30.0,,,False,False,3.0,6,48.0,True,199.99,A,False,True,65.83,1241.25,39.99,52.75,0.0,12.735,0.5548,226.69,32.33,8.67,0.715698153,-13.41936664,35.67,33,3.33,0,0,0,False
1024632,,,town,,False,,2,479.0,True,59.99,B,True,False,34.56,117.75,29.99,10.75,0.0,2.105,0.2526,27.88,6.67,0.0,1.642857143,10.33767563,4.0,20,0.0,0,0,0,False
1057581,,,,,False,,3,24.0,True,149.99,G,True,False,197.91,1234.0,75.79,228.0,0.0,0.0,0.0,58.93,2.67,0.33,0.7296152490000001,-15.35865141,3.0,13,0.0,0,0,0,True
1007330,,,,,False,,3,149.0,True,79.99,F,True,False,35.8,262.25,44.99,0.0,0.0,0.215,-0.0162,92.68,10.33,5.67,5.347826087,-11.64702896,5.67,31,0.33,0,0,0,False
